# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err BA BA_err MA MA_err Covariance_div JCMT_Offset_x JCMT_offset_y XCorr_offset_x XCorr_Offset_x_err XCorr_offset_y XCorr_Offset_y_err BD BD_err MD MD_err
11 OPH_CORE_20170518_00028_850 2457891.8655903004 34.0 0.039 0.01117 -3.8225109885689537 1.3033331469088694 1.09288030186842 0.008542178667030515 45971.528307407534 275.5880886673205 -357.1167114894371 18.197472166267744 -7.415324407516195e-08 1.0 -9.0 0.9795826765696063 0.12180644634940571 -8.382188530806701 0.2677740496999167 0.9286311923424738 0.0011372385534208253 -0.0005352565518197405 7.509347196763367e-05
12 OPH_CORE_20170616_00010_850 2457920.8687846996 45.0 0.124 0.01335 -3.925287476900562 1.5316854635531143 1.0116334197609678 0.015845030999940404 46339.43125525248 292.7076163623759 -353.794836961124 19.327898879501635 -1.752674382192736e-08 2.0 -2.0 1.7784495095486932 0.1213477058696505 -1.736012632882705 0.26334717040684963 0.9359116274704607 0.0005528879023321691 -0.0003888995570293652 3.6507976885552764e-05
13 OPH_CORE_20170715_00011_850 2457949.8804281987 35.0 0.098 0.01381 -6.352407680466329 0.672640451992707 0.9726011630230452 0.011101265989164106 46898.22619055825 320.41665715584685 -357.5150946316221 21.157566162937485 -7.545792312202174e-08 -2.0 1.0 -2.11186651993944 0.12207511752924162 0.9669674887843769 0.2714050309380423 0.9472047913356174 0.0011471995008156659 -0.0003869627871015968 7.575120524686676e-05
14 OPH_CORE_20170812_00017_850 2457977.748576399 44.0 0.103 0.012 -3.6455091100792103 -0.6296537038643635 1.0234934148428207 0.017154523588534698 46840.32081754815 315.5491571863597 -358.3807919255583 20.83615862571839 -5.8602920175915025e-08 -2.0 0.0 -2.063645068877804 0.12007556125725967 0.270747567985552 0.26681183153620996 0.9460826271115401 0.0010109883563811678 -0.00041955287026262944 6.675699069293636e-05
15 OPH_CORE_20170912_00014_850 2458008.718402799 37.0 0.104 0.01483 -0.5056610425869807 -0.5462057729698699 1.0287902813390208 0.018527849748883777 48327.04055575573 328.47020645536867 -358.9666603654139 21.68935382281285 -8.76695530414623e-08 0.0 2.0 -0.0736786529548965 0.11930785207967957 1.98926349691601 0.2653079886165211 0.9759047526851274 0.0012365474237400773 -0.00016707904210333524 8.165100204420903e-05
16 OPH_CORE_20180116_00077_850 2458135.281169001 45.0 0.041 0.009013 -2.6883710181484437 0.14718883923490825 1.1700454959300854 0.03120240279508749 42957.18224632027 283.7683638271533 -341.2961166122975 18.73762752392938 -4.429614086356989e-08 3.0 -3.0 3.114022282108209 0.12318793381116948 -2.9309328188310246 0.26911209409240744 0.8678845143061041 0.0008789606375012645 -0.0006942176674502587 5.803902067654784e-05
17 OPH_CORE_20180310_00041_850 2458188.078125 40.0 0.099 0.01244 -3.8911669420810617 -1.0627195986451454 0.9891953539565757 0.01472763525256407 44087.45640714257 287.5781135235457 -349.2212823232284 18.98919072170269 -6.343623333791541e-08 6.0 -6.0 5.979028317704206 0.12372430568511349 -5.4428734044971065 0.27298005765785266 0.8906773442127147 0.0010518533103870157 -0.0006834883020245819 6.945537397879389e-05
18 OPH_CORE_20180427_00012_850 2458235.9351272993 37.0 0.063 0.01125 -6.992814074660572 -1.1466291037741883 1.0318771609025406 0.021489681121846026 47362.99338852091 292.78228541840343 -368.13077147004185 19.332829392492453 -8.311863025080604e-08 2.0 -8.0 1.9799461197004575 0.12186017309209178 -7.542376351395433 0.2691592916865379 0.9567560572258181 0.0012040255010348675 -0.0005596434336522892 7.950351328477787e-05
19 OPH_CORE_20180614_00024_850 2458283.8090277985 39.0 0.08 0.01006 -3.1909935452881384 -0.16334196973843973 1.0544862680752345 0.013614881601720467 47111.0665499765 298.2681497384539 -367.44537579033306 19.69506860316242 -3.933057505922062e-08 6.0 -7.0 6.092107756189279 0.1219978496587537 -6.299272979432146 0.27134128107390804 0.9516793617923329 0.0008282312827236639 -0.0005894244690847206 5.468928972815186e-05
20 OPH_CORE_20180910_00010_850 2458371.6860994995 42.0 0.085 0.01125 -2.327529607638945 -2.4243100322379227 0.9539874073581653 0.017045291947697584 49619.2339140499 337.8870783025833 -362.95110517768296 22.31116296747364 -8.880916795043719e-08 -1.0 2.0 -0.6237535546316622 0.11875881699772148 1.8243253443577032 0.26409796385105483 1.0018676290029151 0.0012445592812937367 -3.137156826515941e-05 8.217994952045083e-05
21 OPH_CORE_20190114_00079_850 2458498.3177778013 44.0 0.05 0.01027 -2.9491865059149713 2.5780534574394665 0.9272587554066678 0.03271376588932999 52289.40268443883 293.2173054103324 -360.2571551969935 19.36155441821042 -1.4150687695866633e-08 0.0 -1.0 0.1265041370028257 0.11601177021012755 -0.8788081359196553 0.24684880338054627 1.055343173237433 0.0004967927135428807 0.0005303747901053146 3.280393572514107e-05
22 OPH_CORE_20190216_00033_850 2458531.127962999 37.0 0.036 0.00891 -1.9712693188289312 1.5870953895870343 1.1177374611598996 0.02408341868627622 45616.953926062175 288.75630697846515 -354.1124713066629 19.06698849361564 -4.888459787649662e-08 4.0 -9.0 4.064789131107659 0.1211838643554414 -8.631218176998061 0.26735691587147026 0.921462362175135 0.000923363091370699 -0.0005289002837225443 6.097097760064221e-05
23 OPH_CORE_20190316_00055_850 2458559.0523495004 37.0 0.034 0.00974 -6.332849332276755 -0.6338597293368873 1.1247560927914222 0.023277064992856884 46988.67660768647 291.5465098092375 -356.76824625452434 19.251229572633626 -4.670629634400939e-08 2.0 -9.0 2.1944064864924258 0.12102724745499739 -8.214642299111574 0.26947198594405275 0.9490221188366733 0.0009025563005114999 -0.00034656360772101135 5.9597047885416876e-05
24 OPH_CORE_20190418_00035_850 2458591.9421412013 33.0 0.043 0.009643 -0.6134660032721188 2.651405903993691 1.1090085389327853 0.03289014870314768 46846.86092559599 277.2189206011444 -352.06424385847106 18.305158684101258 -3.016228933266445e-08 2.0 -11.0 2.1771811631627145 0.11963032388586758 -10.428206141481724 0.259269908967176 0.9460596300165784 0.0007253017171396116 -0.000250769750776314 4.7892690052308075e-05
25 OPH_CORE_20190520_00035_850 2458623.9034838006 42.0 0.086 0.0102 -4.885870279870131 -0.4686597946875537 1.031127048188858 0.034635964419238725 47431.23198327332 300.3548794605984 -361.91672581672077 19.83285884381942 -3.124467461105459e-08 5.0 -5.0 5.004224659916531 0.12134772449421578 -4.509282944941987 0.2656644846688387 0.9579775951480455 0.0007382007572133612 -0.00039431933297939814 4.874444743412773e-05
26 OPH_CORE_20190707_00015_850 2458671.7516319007 39.0 0.116 0.01564 -4.004922538607326 -0.7661970209551328 0.9424541220015211 0.031833406185638874 49254.327148980774 275.8965086491844 -357.0251076042593 18.21783805464903 -2.1528348956554394e-08 6.0 -7.0 5.841011345765878 0.11619315577196691 -6.582364242728119 0.2506555186916266 0.9943668039697735 0.0006127623017807548 6.83053153629487e-05 4.0461532533183916e-05
27 OPH_CORE_20190813_00021_850 2458708.746550899 44.0 0.102 0.01244 -0.3075920729910488 -0.3986553087093411 0.9602260857445395 0.028136997438014264 47540.9686100715 333.3288901731431 -352.6007545284008 22.010179554865406 -8.80433150566005e-08 1.0 0.0 1.1396659849049229 0.11936612422548594 0.3266336708302333 0.26503050093340497 0.9599960635565017 0.001239180556848076 -0.000152102548559796 8.182487476423951e-05
